ecotype id	nativename	170_Anthocyanin 10	171_Anthocyanin 16	172_Anthocyanin 22	77_LES	78_YEL 	79_LY 	167_Chlorosis 10	168_Chlorosis 16	169_Chlorosis 22	176_Leaf roll 10	177_Leaf roll 16	178_Leaf roll 22	8_Seed Dormancy	277_Secondary Dormancy	281_Storage 7 days	282_Storage 28 days	283_Storage 56 days	179_Rosette Erect 22	1_LD	2_LDV	3_SD	4_SDV	5_FT10	6_FT16	7_FT22	43_FLC	44_FRI	33_<i>avrRpm1</i>	34_<i>avrRpt2</i>	35_<i>avrB</i>	161_Germ 10	162_Germ 16	163_Germ 22	278_Germ in dark	279_DSDS50	273_Vern Growth	274_After Vern Growth	60_FT Duration GH	61_LC Duration GH	62_LFS GH	63_MT GH	64_RP GH	158_Silique 16	159_Silique 22	
6974	Ull2-5	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	71.0	-0.0565476	1.69e-17	8.23e-17	31.1765	1.0	200.0	55.6667	200.0	161.333	103.0	151.0	250.0	1.346	0.8484	1.0	1.0	1.0	5.0	3.0	2.0	100.0	82.8514	0.0112321	0.117901	NA	NA	NA	NA	NA	1.4	0.9	
6975	Uod-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	32.0	0.733637	0.86	0.0	35.0	0.0	31.0	25.0	75.6667	50.3333	51.0	44.0	37.0	0.116	0.7402	1.0	1.0	1.0	5.0	3.0	2.0	0.0	61.1927	0.00746541	0.152667	20.6717	66.4477	50.6355	15.2726	36.2918	1.5	1.1	
6976	Uod-7	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	46.0	0.517361	0.0	0.25	14.1362	1.0	54.4417	25.1667	110.042	55.3333	56.0	67.0	64.0	1.849	1.7096	1.0	1.0	1.0	5.0	3.0	2.0	54.2102	70.1152	0.00707893	0.15326	30.505	99.605	88.0881	10.9393	41.7918	1.4	1.1	
6977	Van-0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	46.0	NA	1.73e-17	0.25	15.5562	0.0	28.3333	23.5	93.1944	64.3333	49.0	32.0	27.0	1.182	1.6562	NA	NA	NA	5.0	3.0	2.0	NA	74.364	0.0103301	0.193303	17.3497	58.4456	41.0392	17.8268	34.8932	1.1	0.8	
6978	Wa-1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	19.0	1.77924	0.3075	11.5	58.7685	0.0	23.6667	21.8333	81.2	52.0	49.0	32.0	26.0	0.11	1.1646	1.0	1.0	1.0	7.0	3.0	2.0	0.0	52.301	0.00118837	0.107253	25.3223	66.7732	48.426	18.661	43.8026	1.4	1.2	
6979	Wei-0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	75.0	0.310245	1.73e-17	0.5	19.9638	0.0	23.3333	20.8333	64.5	47.8333	44.0	28.0	26.0	0.055	0.3291	0.0	1.0	0.0	5.0	3.0	3.0	93.6508	69.2863	0.00403543	0.159259	21.3999	66.1626	43.6478	23.3408	44.3696	1.8	1.2	
6980	Ws-0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	42.0	1.43e-16	0.0	0.0	35.3907	1.0	99.0333	26.1667	119.042	57.0	51.0	77.0	62.0	1.499	0.7839	1.0	1.0	1.0	5.0	3.0	3.0	85.7906	62.7901	0.0042332	0.0848587	32.2413	107.421	87.4597	20.7151	52.5363	1.4	1.0	
6981	Ws-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.46679	45.595	75.5	82.0	0.0	23.1667	19.1667	64.6667	33.1667	44.0	27.0	26.0	0.025	0.4196	1.0	1.0	1.0	7.0	3.0	2.0	32.0261	19.8747	0.00326391	0.0838324	16.4388	57.59	38.7379	18.4393	35.0019	1.7	1.1	
6982	Wt-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	65.0	NA	0.0	0.25	0.0	1.0	28.8333	27.8333	80.1667	43.8333	49.0	34.0	29.0	0.047	0.211	NA	1.0	0.0	7.0	4.0	3.0	NA	125.694	0.00233671	0.0997348	21.5552	65.7379	47.3022	18.0501	39.7447	1.5	1.0	
6983	Yo-0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	37.0	0.0	0.0	58.2794	100.0	1.0	59.7917	32.2	200.0	88.5	71.0	69.0	80.0	0.702	1.0985	0.0	0.0	0.0	5.0	3.0	5.0	97.6562	26.4935	0.00346754	0.101877	18.8533	133.784	111.972	1.68512	36.0298	1.5	1.1	
6984	Zdr-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	20.0	0.736349	0.0	13.8636	91.9439	1.0	27.8333	21.1667	86.3472	44.1667	53.0	40.0	27.0	0.044	0.4455	1.0	0.0	1.0	5.0	4.0	2.0	46.0453	40.5351	0.00845758	0.204754	20.2139	65.4269	49.3006	16.161	36.2501	1.6	1.3	
6985	Zdr-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	0.814197	16.34	73.25	100.0	0.0	36.8472	21.8333	77.0	47.3333	56.0	41.0	39.0	0.336	1.7672	0.0	NA	0.0	7.0	4.0	3.0	43.9062	21.6954	0.00171944	0.074019	21.4388	69.3558	53.6263	15.6749	37.0689	1.4	1.0	
6988	Alc-0	1.0	1.0	1.0	NA	NA	NA	0.0	0.0	0.0	1.0	0.0	0.0	NA	NA	-3.05e-14	-1.46e-14	-4.59e-15	0.0	64.7083	25.75	200.0	42.4	48.0	70.0	71.0	3.049	1.143	NA	NA	NA	7.0	3.0	2.0	NA	264.0	0.00694769	0.122722	22.9631	89.0329	69.8301	19.4876	42.1481	NA	NA	
7000	Aa-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29976	0.155	0.75	68.3333	NA	NA	NA	NA	NA	65.0	66.75	54.3	NA	NA	NA	NA	NA	NA	NA	NA	-5.54e-14	50.7215	0.00198465	0.0901052	NA	NA	NA	NA	NA	NA	NA	
7014	Ba-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.0	90.0	95.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7033	Buckhorn Pass	0.0	0.0	0.0	NA	NA	NA	1.0	0.0	0.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	76.0	91.0	126.0	NA	NA	NA	NA	NA	5.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7062	Ca-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.0	38.6667	29.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7064	Cnt-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.0	47.5	46.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7081	Co	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	0.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	1.0	45.0312	27.4	76.2	35.0	46.0	48.0	50.0	0.849	0.934	NA	NA	NA	5.0	3.0	3.0	NA	NA	NA	NA	18.6135	66.2358	49.2441	17.0501	35.8588	NA	NA	
7094	Da-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.5	37.0	29.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7123	Ep-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.5	42.5	30.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7147	Gie-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.0	50.25	46.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7163	Ha-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.0	39.0	27.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7231	Li-7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.0	33.5	30.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7255	Mh-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.0	35.5	30.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7275	No-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.80237	51.1225	94.75	95.25	NA	NA	NA	NA	NA	46.0	29.0	27.0	NA	NA	NA	NA	NA	NA	NA	NA	25.2259	10.7497	0.00440452	0.103317	NA	NA	NA	NA	NA	NA	NA	
7282	Or-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51.0	29.0	23.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7296	Petergof	0.0	0.0	0.0	NA	NA	NA	0.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	29.6667	27.0	89.6806	NA	70.0	54.0	45.0	0.109	0.246	NA	NA	NA	5.0	3.0	2.0	NA	NA	NA	NA	22.1248	66.0655	49.5468	16.2587	38.5019	NA	NA	
7306	Pog-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.0	50.25	67.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7323	Rubezhnoe-1	0.0	1.0	0.0	NA	NA	NA	0.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	29.5208	29.75	81.3403	37.1667	56.0	59.0	51.0	NA	NA	NA	NA	NA	5.0	3.0	2.0	NA	NA	NA	NA	21.6831	78.8989	63.8725	14.8695	36.6305	NA	NA	
7346	Ste-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.0	43.0	42.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7418	Zu-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.191739	1.83	7.49713	34.3144	NA	NA	NA	NA	NA	63.0	38.25	39.0	NA	NA	NA	NA	NA	NA	NA	NA	65.295	66.5472	0.00345496	0.0852892	NA	NA	NA	NA	NA	NA	NA	
7424	Jl-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.0	30.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7438	N13	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	15.0	0.45541	0.25	26.0	82.2881	1.0	85.3681	28.0	93.0417	44.8333	75.0	63.0	79.0	1.552	1.3951	1.0	1.0	1.0	5.0	3.0	3.0	65.1936	40.1786	0.00173384	0.0479769	36.6217	103.392	98.3839	6.42255	42.0919	1.5	1.1	
7460	Da(1)-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.0	34.75	23.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7461	H55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.1667	24.6	114.375	47.0	61.0	51.0	41.0	0.469	0.563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5084	67.9176	51.2685	16.4393	36.9783	NA	NA	
7477	WAR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.0	43.0	43.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
7514	RRS-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	43.0	0.213331	0.0	2.25	39.4715	1.0	41.8611	29.5	98.6333	69.2	58.0	51.0	47.0	0.183	0.2262	1.0	1.0	1.0	5.0	3.0	2.0	0.757576	60.3526	0.00892155	0.210135	28.3384	87.3148	70.66	16.0781	44.7157	1.5	1.1	
7515	RRS-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	NA	0.0	0.0	23.0	100.0	1.0	50.6417	29.3333	NA	NA	49.0	62.0	60.0	0.272	0.9646	0.0	1.0	0.0	5.0	3.0	3.0	100.0	36.0707	0.00465553	0.116485	35.9741	104.753	99.0068	4.96781	41.1499	1.3	1.2	
7516	Vår2-1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	NA	0.34889	0.25	4.01852	58.9705	0.0	200.0	42.8333	200.0	126.0	100.0	167.0	250.0	1.092	0.3914	0.0	0.0	0.0	5.0	4.0	3.0	82.1207	56.7535	0.0171913	0.184087	NA	NA	NA	NA	NA	1.6	0.9	
7517	Vår2-6	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	NA	0.0	0.765306	39.791	98.75	0.0	200.0	NA	200.0	182.667	107.0	160.0	207.0	1.91	2.6742	1.0	0.0	1.0	5.0	4.0	3.0	95.5487	33.2444	0.00980668	0.0580288	NA	NA	NA	NA	NA	1.5	0.9	
7518	ÖMö2-1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	73.0	NA	0.0	0.0	9.66667	0.0	185.34	35.3333	200.0	77.25	103.0	116.0	113.0	1.715	1.6083	1.0	1.0	1.0	5.0	4.0	3.0	NA	182.529	0.0010572	0.0439369	NA	NA	NA	NA	NA	1.5	0.9	
7519	ÖMö2-3	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	70.0	0.0297619	0.0	0.0	47.1564	1.0	101.868	33.1667	109.875	52.6	76.0	71.0	68.0	1.143	1.5632	NA	1.0	NA	5.0	4.0	2.0	95.504	58.2276	0.00672797	0.143638	24.1911	115.082	108.213	9.38736	31.2714	1.2	0.9	
7520	Lp2-2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	13.0	1.19853	2.94	42.6667	100.0	0.0	36.8403	26.0	95.0417	60.8333	60.0	42.0	33.0	0.155	2.0038	1.0	1.0	1.0	5.0	4.0	3.0	37.7419	32.3125	0.00542096	0.11761	18.5552	68.0526	49.9612	17.5781	36.3208	1.6	1.0	
7521	Lp2-6	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	6.0	0.785265	62.8872	99.5	100.0	0.0	36.3472	25.1667	110.292	59.8333	60.0	52.0	50.0	1.111	3.6373	1.0	0.0	1.0	5.0	4.0	2.0	1.83e-16	7.25115	0.00159179	0.0648571	24.7915	83.5842	68.1967	15.0231	40.1016	1.4	1.0	
7522	Mr-0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	122.0	NA	0.0	0.0	0.0	1.0	63.4417	34.6667	93.2333	58.0	83.0	62.0	64.0	2.695	1.0036	0.0	1.0	0.0	5.0	3.0	2.0	NA	182.523	0.00101092	0.0778504	30.4662	104.979	90.1982	15.0353	45.4022	1.6	1.5	
7523	Pna-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	5.75	76.2662	1.0	63.8417	27.6667	200.0	68.6667	57.0	60.0	60.0	0.889	1.8292	NA	1.0	0.0	5.0	3.0	2.0	92.0833	45.8356	0.00390185	0.0766036	17.9388	120.382	110.102	11.6864	28.7373	1.5	1.4	
7524	Rmx-A02	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	13.0	0.0510204	0.0	33.5	97.5	1.0	47.0278	24.1667	200.0	67.2	51.0	55.0	73.0	0.572	2.0003	0.0	0.0	0.0	5.0	3.0	2.0	80.1555	34.2053	0.0026201	0.0681841	29.083	103.769	93.528	10.212	39.3815	1.3	1.5	
7525	Rmx-A180	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	43.0	NA	0.0	4.75	31.5769	1.0	31.5	24.1667	115.542	78.5	46.0	41.0	43.0	0.138	0.7095	1.0	0.0	1.0	5.0	3.0	2.0	NA	66.7748	0.00209178	0.0528131	19.1054	68.5318	50.4276	18.0362	37.145	1.4	1.0	
7526	Pna-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	8.0	0.109524	-4.25e-15	15.4	82.2222	1.0	52.0417	29.1667	200.0	74.4	53.0	60.0	87.0	0.181	0.7381	0.0	1.0	0.0	5.0	3.0	2.0	96.1155	46.7985	0.00556702	0.151147	36.3303	102.247	91.2379	10.4812	47.0635	1.6	1.1	
8213	Pro-0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	79.0	0.0988183	0.0	0.25	0.0	0.0	25.0	18.8333	65.1667	37.0	44.0	29.0	27.0	0.335	1.1361	1.0	1.0	1.0	5.0	3.0	2.0	48.3814	134.413	0.00463918	0.0932407	16.3999	57.4318	40.6584	16.8958	32.3076	1.5	1.0	
8214	Gy-0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	21.0	0.200399	1.185	19.75	88.0653	1.0	37.6806	25.8333	94.7014	45.8333	51.0	48.0	42.0	0.96	1.1831	1.0	0.0	1.0	7.0	4.0	3.0	77.6094	39.3506	0.00148823	0.0995303	23.248	73.3745	57.9582	15.051	38.1124	1.6	1.2	
8215	Fei-0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	23.0	0.294366	0.68	3.41346	17.2798	1.0	33.6667	24.0	103.035	59.6667	51.0	45.0	37.0	0.839	1.3153	NA	NA	NA	7.0	3.0	3.0	-1.17e-18	73.1861	0.00239166	0.0481773	16.4776	62.924	45.4444	16.8298	33.4555	1.4	1.0	
8222	Lis-2	0.0	1.0	1.0	NA	NA	NA	1.0	1.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	1.0	200.0	41.25	200.0	72.5	90.0	98.0	90.0	1.265	0.767	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	15.2843	106.381	121.668	11.8221	29.0168	NA	NA	
8230	Algutsrum	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	1.0	200.0	46.8	200.0	200.0	97.0	163.0	216.0	2.941	2.489	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
8231	Brö1-6	0.0	0.0	0.0	NA	NA	NA	0.0	1.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	95.0417	NA	NA	NA	91.0	116.0	126.0	1.882	0.903	NA	NA	NA	5.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
8233	Dem-4	0.0	0.0	0.0	NA	NA	NA	1.0	1.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	41.5208	46.0	NA	NA	59.0	79.0	73.0	0.627	1.875	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	27.6007	107.756	102.199	5.98704	40.348	NA	NA	
8235	Hod	0.0	1.0	0.0	NA	NA	NA	0.0	1.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	21.0	23.75	NA	NA	60.0	71.0	58.0	1.169	0.825	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	33.7558	110.32	100.115	10.7429	44.0541	NA	NA	
8236	HSm	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	1.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	0.0	35.6736	27.0	97.8681	60.0	91.0	44.0	31.0	0.114	1.072	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	19.3497	64.2208	49.6661	15.6034	34.2844	NA	NA	
8237	Kävlinge-1	0.0	1.0	0.0	NA	NA	NA	0.0	0.0	NA	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	200.0	38.4	200.0	128.5	97.0	43.0	NA	1.063	1.385	NA	NA	NA	7.0	3.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
8239	Köln	0.0	0.0	1.0	NA	NA	NA	0.0	0.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	28.5	25.3333	91.7014	55.8	52.0	37.0	29.0	0.062	2.269	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	19.8578	68.457	48.5086	19.5501	39.6777	NA	NA	
8240	Kulturen-1	0.0	0.0	0.0	NA	NA	NA	0.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	1.0	200.0	42.5	200.0	200.0	93.0	122.0	250.0	1.434	0.86	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
8241	Liarum	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	1.0	0.0	1.0	1.0	NA	NA	NA	NA	NA	1.0	NA	37.0	157.021	73.5	73.0	66.0	43.0	0.37	1.146	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	30.7219	93.9326	82.9444	10.7168	41.578	NA	NA	
8242	Lillö-1	0.0	0.0	1.0	NA	NA	NA	0.0	0.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	200.0	48.8333	200.0	200.0	120.0	100.0	250.0	1.248	0.636	NA	NA	NA	5.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
8243	PHW-2	0.0	0.0	0.0	NA	NA	NA	1.0	1.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	1.0	93.0417	28.5	200.0	NA	66.0	69.0	51.0	3.598	0.958	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	25.6035	103.919	92.7519	12.145	37.451	NA	NA	
8245	Seattle-0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	0.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	34.25	25.0	83.0	33.6667	46.0	47.0	47.0	0.362	0.76	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	19.9856	64.3989	47.4199	16.7447	37.011	NA	NA	
8247	San-2	0.0	1.0	1.0	NA	NA	NA	0.0	0.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	1.0	200.0	44.75	200.0	70.8333	87.0	93.0	96.0	3.151	2.093	NA	NA	NA	5.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
8249	Vimmerby	0.0	1.0	1.0	NA	NA	NA	0.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	200.0	41.1667	200.0	NA	81.0	98.0	109.0	1.183	1.281	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	21.3641	134.407	132.992	1.92336	23.1694	NA	NA	
8254	Ang-0	1.0	1.0	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.120893	1.5625	4.0	7.73214	0.0	33.8403	22.8333	86.5069	51.0	52.0	52.0	48.0	1.106	1.494	NA	NA	NA	7.0	3.0	2.0	43.373	107.442	0.0028279	0.0835819	20.3578	68.3449	50.611	15.6923	37.4278	NA	NA	
8256	Bå1-2	0.0	1.0	1.0	NA	NA	NA	0.0	1.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	0.0	28.8333	36.3333	85.3472	53.6667	61.0	41.0	26.0	0.037	1.79	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	21.7333	65.4793	47.5698	17.6479	39.5399	NA	NA	
8258	Bå4-1	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	0.0	34.0	35.6	111.708	71.0	73.0	63.0	34.0	0.338	1.019	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	39.3497	89.3249	71.9444	13.2363	55.5133	NA	NA	
8259	Bå5-1	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	0.0	37.3472	31.8	106.031	62.8333	73.0	51.0	33.0	0.364	0.883	NA	NA	NA	7.0	3.0	2.0	NA	NA	NA	NA	23.9354	70.8352	53.4914	17.0205	41.9178	NA	NA	
8264	Bla-1	1.0	0.0	0.0	NA	NA	NA	1.0	1.0	1.0	0.0	0.0	0.0	NA	0.265873	0.48075	2.86438	48.8039	1.0	55.0333	22.3333	106.542	37.4	46.0	68.0	108.0	NA	NA	NA	NA	NA	7.0	3.0	2.0	75.2855	58.0819	0.00487822	0.115429	31.7243	110.352	101.273	10.272	41.4036	NA	NA	
8265	Blh-1	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.15873	-1.22e-14	-2.62e-14	83.9789	0.0	25.0	24.6	77.3333	48.5	44.0	30.0	29.0	0.088	1.345	NA	NA	NA	7.0	3.0	2.0	94.8148	45.7694	0.0100823	0.199848	19.916	62.0282	43.5881	18.2858	38.3588	NA	NA	
8266	Boo2-1	0.0	1.0	1.0	NA	NA	NA	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	1.0	200.0	35.0	NA	NA	99.0	180.0	250.0	1.266	0.701	NA	NA	NA	5.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
8270	Bs-1	0.0	0.0	1.0	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0658134	0.0	2.75	35.0002	0.0	33.8	24.5	92.6875	47.6667	49.0	51.0	45.0	0.482	NA	NA	NA	NA	7.0	3.0	2.0	96.6667	64.0557	0.00341979	0.0947512	20.7219	69.7997	51.0392	18.065	39.2393	NA	NA	
